,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,catlipid_id,max_epo_conc_mean_6hr,max_epo_conc_mean_24hr,canonical_smiles,species,CATLIPID_FAMILY_NAME,MOL_WT,C/C=C\C,C/C=C/C,CC=C(C)C,C=CC,CC#CC,C/C=C(C)/C=C/C=C(C)/C=C/C(C)=C(C)C,CO,COC,COC(C)OC,COC(C)=O,COC(C)OC(C)=O,COC(=O)OC,CNS(C)(=O)=O,CSC(C)=O,COC(=O)SC,CSC,CSSC,CN(C)C,C[N+](C)(C)C,CNC(C)=O,CC(=O)N(C)C,COC(=O)N(C)C,CNC(=N)N,CNC(=O)OC,Cn1ccnn1,C1CNCCN1,C1CCNCC1,NCCOC(=O)cccccc,NCCCOC(=O)COcccccc,NCCCOC(=O)cccccc,NCCCCCOC(=O),NC~C~C~C~C(=O)OC,NC~C~C~C~C(=O)OCC,NC~C~C~C~C(=O)OCCC,NC~C~C~C(=O)OC,NC~C~C~C(=O)OCC,NC~C~C~C(=O)OCCC,NC~C~C(=O)OC,NC~C~C(=O)OCC,NC~C(=O)OC,NC~C(=O)OCC,NCCC(=O)O,NCCOC(=O)c,NCCCOC(=O)C,NC~CSSCC,NC~CSSC,num_tails,max_tail_length,ketone_in_tail,ester_in_tail,hydroxyl_in_tail,double_bonds_per_tail,isopropyl_in_tail,branches_in_tails,oxygen_atom_in_tail,disulfide_bond_in_tail,sulfur_atom_in_tail,glycol_in_lipid,branch_length,cyclopropanes_per_tail,rings_in_tail,lipid_mol,CN(C)CCN,C(CN1CCCC1)CN,CCN(CC)CCCN,CCN(CC)CCN,CN(C)CCCN,C(CN1CCOCC1)CN,CCCCN(CCCC)CCCN,C1CCCN1CCN,CN(CCCN)CCCN,C(CN1CCCCC1)CO,C(CN1CCNCC1)CO
368,368,368,368,RA17138196,1.0,1.0,CCCCCCCCCCCC(=O)OC(COC(=O)CCCN(C)C)C(OC(=O)CCCCCCCCCCC)C(COC(=O)CCCN(C)C)OC(=O)CCCCCCCCCCC,mice,Xylitol,925.369,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,3.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B306A00340>,False,False,False,False,False,False,False,False,False,False,False
369,369,369,369,RA17138668,1.0,1.0,CCCCCCCCCC(=O)OC(COC(=O)CCCCN(C)C)C(OC(=O)CCCCCCCCC)C(COC(=O)CCCCN(C)C)OC(=O)CCCCCCCCC,mice,Xylitol,869.262,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,3.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B306A003A0>,False,False,False,False,False,False,False,False,False,False,False
370,370,370,370,RA17138219,1.0,1.0,CCCCCCCCCCCC(=O)OC(COC(=O)CCCCN(C)C)C(OC(=O)CCCCCCCCCCC)C(COC(=O)CCCCN(C)C)OC(=O)CCCCCCCCCCC,mice,Xylitol,953.422,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,3.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B306A00400>,False,False,False,False,False,False,False,False,False,False,False
371,371,371,371,RA17139463,1.0,0.4,CCCCCCCCC(=O)OCCCCCCCOC(=O)C[C@H](OC(=O)OCCN(C)C)C(=O)OCCCCCCCOC(=O)CCCCCCCC,mice,Malic Acids,758.034,False,False,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,39.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,19.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B306A00460>,False,False,False,False,False,False,False,False,False,False,False
372,372,372,372,RA16457163A,1.0,,CCCCCC/C=C\COC(=O)CCCCCCCOCC(COCCOCCOCCOCCOC(=O)CNCCOC(=O)CNCCOC)OCCCCCCCC(=O)OC/C=C\CCCCCC,mice,Undefined,,True,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,1.0,39.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,19.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B306A004C0>,False,False,False,False,False,False,False,False,False,False,False
373,373,373,373,RA17138242,0.94,0.47,CCCCCCCCOC(=O)CC(CC(=O)OCCCCCCCC)(OC(=O)[C@H](C)CC(=O)Oc1c(OC)cc(C(=O)OCCCN(C)C)cc1OC)C(=O)OCCCCCCCC,mice,Trident,908.166,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.0,10.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B306A00520>,False,False,False,False,False,False,False,False,False,False,False
374,374,374,374,RA17137367,0.93,0.59,CCCCCCCCOC(=O)CC(CC(=O)OCCCCCCCC)(OC(=O)CCC(=O)Oc1cc(OC(=O)CCC(=O)OC(CC(=O)OCCCCCCCC)(CC(=O)OCCCCCCCC)C(=O)OCCCCCCCC)cc(C(=O)OCCCN(C)C)c1)C(=O)OCCCCCCCC,mice,Trident,1460.91,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B306A00580>,False,False,False,False,False,False,False,False,False,False,False
375,375,375,375,RA17135650,0.93,0.4,CCCCCCCCOC(=O)CC(CC(=O)OCCCCCCCC)(OC(=O)CCC(=O)OCCCN(C)C)C(=O)OCCCCCCCC,mice,Trident,713.982,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,3.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B306A005E0>,False,False,False,False,False,False,False,False,False,False,False
376,376,376,376,RA17137276,0.92,0.55,CCCCC/C=C/COC(=O)CC(CC(=O)OC/C=C/CCCCC)(OC(=O)CCC(=O)Oc1c(OC)cc(C(=O)OCCCN(C)C)cc1OC)C(=O)OC/C=C/CCCCC,mice,Trident,888.092,True,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B306A00640>,False,False,False,False,False,False,False,False,False,False,False
377,377,377,377,RA17136410,0.9,0.8,CCCCCCCCCCC(O)CN(CCCC(=O)Oc1c(C)c(C)c2c(c1C)CCC(C)(C(=O)OCCCN(C)C)O2)CC(O)CCCCCCCCCC,mice,Trolox lipids,789.179,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B306A006A0>,False,False,False,False,False,False,False,False,False,False,False
378,378,378,378,RA17130331,0.88,0.5,CCCCCCCCOC(=O)CC(CC(=O)OCCCCCCCC)(OC(=O)CCN(C)C)C(=O)OCCCCCCCC,mice,Trident,627.893,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,3.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B306A00700>,False,False,False,False,False,False,False,False,False,False,False
379,379,379,379,RA17136803,0.88,0.61,CCCCCC#CCOC(=O)CC(CC(=O)OCC#CCCCCC)(OC(=O)CCC(=O)Oc1c(OC)cc(C(=O)OCCCN(C)C)cc1OC)C(=O)OCC#CCCCCC,mice,Trident,882.044,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B306A00760>,False,False,False,False,False,False,False,False,False,False,False
380,380,380,380,RA17133869,0.88,0.5,CCCCCCCCCCC(O)CN(CCCC(=O)OCCN1CCN(CCSSc2ccccn2)CC1)CC(O)CCCCCCCCCC,mice,GOOD,753.197,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,2.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B306A007C0>,True,False,False,True,False,False,False,False,False,False,False
381,381,381,381,RA17111280,0.88,0.0,CCCCCCCCCCC(O)CN(CCCC(=O)SCCCCSC(=O)CCCN(CC(O)CCCCCCCCCC)CC(O)CCCCCCCCCC)CC(O)CCCCCCCCCC,mice,MATE,1029.73,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B306A00820>,False,False,False,False,False,False,False,False,False,False,False
382,382,382,382,RA17135989,0.86,0.0,CCCOC(=O)CCCC(O)CN(CCCC(=O)OCCN1CCN(CCSSCCCN(CC(O)CCCCC(=O)OCC(CC)CC)CC(O)CCCCC(=O)OCC(CC)CC)CC1)CC(O)CCCC(=O)OCCC,mice,GOOD,1165.67,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,4.0,11.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B306A00880>,True,False,False,True,False,False,False,False,False,False,False
383,383,383,383,RA17139250,0.83293333,0.43044444,CCCCCCCCOC(=O)CCCCCCCCN(CCCCCCCCC(=O)OCCCCCCCC)CCSSCCCN(C)C,mice,BDS lipids,731.231,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,2.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B306A008E0>,False,False,False,False,False,False,False,False,False,False,False
384,384,384,384,RA17131129,0.83,0.04,CCCCCCCCCCCCOC(=O)CC(CC(=O)OCCCCCCCCCCCC)(OC(=O)CCN(C)C)C(=O)OCCCCCCCCCCCC,mice,Trident,796.211,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,3.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B306A00940>,False,False,False,False,False,False,False,False,False,False,False
385,385,385,385,RA17138917,0.83,0.83,CCCCC/C=C\C/C=C\CCCCCCCCOC(=O)C[C@H](OC(=O)OCCCN(C)C)C(=O)OCCCCCCCC/C=C\C/C=C\CCCCC,mice,Malic Acids,760.138,True,True,False,True,False,False,True,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,41.0,0.0,1.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B306A009A0>,False,False,False,False,False,False,False,False,False,False,False
386,386,386,386,RA17138634,0.83,0.1,CCCCCCCCC(CCCCCC)COC(=O)C(OC(=O)OCCCN(C)C)C(=O)OCC(CCCCCC)CCCCCCCC,mice,Tartronic acid,698.068,False,False,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,24.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B306A00A00>,False,False,False,False,False,False,False,False,False,False,False
387,387,387,387,RA17136256,0.83,0.38,CCCCOC(=O)CCCCCCC(O)CN(CCCCC(=O)OCCN1CCN(CCSSCCCN(CC(O)CCCCCCC(=O)OCCCC)CC(O)CCCCCCC(=O)OCCCC)CC1)CC(O)CCCCCCC(=O)OCCCC,mice,GOOD,1291.91,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,4.0,13.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B306A00A60>,True,False,False,True,False,False,False,False,False,False,False
388,388,388,388,RA17136195,0.83,0.83,COc1cc(C(=O)OCCCNC(=N)N)cc(OC)c1OC(=O)CCO[C@H]1CC[C@@]2(C)C(=CC[C@@H]3C2CC[C@]2(C)C([C@H](C)CCCC(C)C)CC[C@@H]32)C1,mice,CholesterolSyringic hybrids,738.008,True,True,True,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,19.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,<rdkit.Chem.rdchem.Mol object at 0x000002B306A00AC0>,False,False,False,False,False,False,False,False,False,False,False
389,389,389,389,RA17133404,0.83,0.06,CCCCC/C=C\C/C=C\CCCCCCCCOC(=O)CC(CC(=O)OCCCCCCCC/C=C\C/C=C\CCCCC)(OC(=O)CCCN(C)C)C(=O)OCCCCCCCC/C=C\C/C=C\CCCCC,mice,Trident,1050.62,True,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,3.0,20.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B306A00B20>,False,False,False,False,False,False,False,False,False,False,False
390,390,390,390,RA17138901,0.83,0.83,CCCCC/C=C\C/C=C\CCCCCCCCOC(=O)C[C@H](OC(=O)OCCN(C)C)C(=O)OCCCCCCCC/C=C\C/C=C\CCCCC,mice,Malic Acids,746.111,True,True,False,True,False,False,True,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,41.0,0.0,1.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B306A00B80>,False,False,False,False,False,False,False,False,False,False,False
391,391,391,391,RA17137586,0.83,0.06,CCCCC/C=C\C/C=C\CCCCCCC(O)CN(CCCC(=O)Oc1cc(OC(=O)CCCN(CC(O)CCCCCC/C=C\C/C=C\CCCCC)CC(O)CCCCCC/C=C\C/C=C\CCCCC)cc(C(=O)OCCCNC(=N)N)c1)CC(O)CCCCCC/C=C\C/C=C\CCCCC,mice,Phenolic Acid,1481.25,True,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.0,17.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B306A00BE0>,False,False,False,False,False,False,False,False,False,False,False
392,392,392,392,TBL-1058,0.83,0.04,CCCCCCCC/C=C\COC(=O)CCCCCCCN(CCCCCCCC(=O)OC/C=C\CCCCCCCC)CCCC(=O)OCCC(C)(O)CC(=O)NCCCN(C)C,mice,MVL,906.4,True,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,2.0,19.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B306A00C40>,False,False,False,False,True,False,False,False,False,False,False
393,393,393,393,RA17137604,0.83,0.15,CCCCCCCCCCCOC(=O)CCCCCN(CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)CCOC(=O)CCC(=O)Oc1c(OC)cc(C(=O)OCCCN(C)C)cc1OC,mice,Phenolic Acid,1075.54,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.0,17.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B306A00CA0>,False,False,False,False,False,False,False,False,False,False,False
394,394,394,394,RA17138718,0.83,0.07,CCCCCCCCCOC(=O)CCCC(CCCC(=O)OCCCCCCCCC)CCCC(=O)Oc1c(OC)cc(C(=O)OCCCN(C)C)cc1OC,mice,Phenolic Acid,792.094,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0,28.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B306A00D00>,False,False,False,False,False,False,False,False,False,False,False
395,395,395,395,RA17138889,0.83,0.83,CCCCC/C=C\C/C=C\CCCCCCCCOC(=O)C[C@H](OC(=O)CCN(C)C)C(=O)OCCCCCCCC/C=C\C/C=C\CCCCC,mice,Malic Acids,730.112,True,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,2.0,20.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B306A00D60>,False,False,False,False,False,False,False,False,False,False,False
396,396,396,396,RA17138652,0.83,0.22,CCCCCCC(CCCC)COC(=O)CC(C)(CC(=O)OCC(CCCC)CCCCCC)OC(=O)CCC(=O)OCCN(C)CCO,mice,Glutaric Acid,699.998,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.0,10.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B306A00DC0>,False,False,False,False,False,False,False,False,False,False,False
397,397,397,397,RA17131350,0.83,0.83,CCCCCCCCCCCCCCCCOC(=O)CC(CC(=O)OCCCCCCCCCCCCCCCC)(OC(=O)CCN1CCCCC1)C(=O)OCCCCCCCCCCCCCCCC,mice,Trident,1004.59,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,3.0,18.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B306A00E20>,False,False,False,False,False,False,False,False,False,True,False
398,398,398,398,RA17137662,0.83,0.03,CCCCCCC(=O)OCCCCC(O)CN(CCCC(=O)Oc1c(OC)cc(C(=O)OCCCN(C)C)cc1OC)CC(O)CCCCOC(=O)CCCCCC,mice,Phenolic Acid,825.08,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.0,13.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B306A00E80>,False,False,False,False,False,False,False,False,False,False,False
399,399,399,399,RA17137899,0.83,0.83,CCCCOC(=O)CCCCC(O)CN(CCCC(=O)OCCN1CCN(CCSSCCCN(CC(O)CCCCC(=O)OC(C)C)CC(O)CCCCC(=O)OC(C)C)CC1)CC(O)CCCCC(=O)OCCCC,mice,GOOD,1137.62,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,4.0,11.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B306A00EE0>,True,False,False,True,False,False,False,False,False,False,False
400,400,400,400,RA17130930,0.8,0.2,CCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCC)(COC(=O)CCCCCCCCC)NCCS(=O)(=O)NCCCN(C)C,mice,GOOD,776.162,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B306A00F40>,False,False,False,False,True,False,False,False,False,False,False
401,401,401,401,TBL-1220,0.8,0.8,CCCCCCCC(=O)OCCCCCOC(=O)CC(CC(=O)OCCCCCOC(=O)CCCCCCC)(OC(=O)CCNC(=O)CCN(C)C)C(=O)OCCCCCOC(=O)CCCCCCC,mice,Trident,999.3,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,3.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B306A00FA0>,False,False,False,False,True,False,False,False,False,False,False
402,402,402,402,TBL-0461,0.8,0.0,CCCCCCCCOC(=O)CCN(CCCCC(=O)OC(CC(=O)OCC)C[N+](C)(C)C)CCC(=O)OCCCCCCCC,mice,Carnitine-lipids,657.9,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,True,False,False,True,False,False,False,False,3.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B3069ED040>,False,False,False,False,False,False,False,False,False,False,False
403,403,403,403,TBL-0456,0.8,0.0,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC(CC(=O)OCC)C[N+](C)(C)C,mice,Carnitine-lipids,454.7,True,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,1.0,18.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B3069ED0A0>,False,False,False,False,False,False,False,False,False,False,False
404,404,404,404,RA17139428,0.8,0.8,CCC(=O)OCCCCCCCCOC(=O)CC(CC(=O)OCCCCCCCCOC(=O)CC)(OC(=O)CCN(C)C)C(=O)OCCCCCCCCOC(=O)CC,mice,Trident,844.08,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,3.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B3069ED100>,False,False,False,False,False,False,False,False,False,False,False
405,405,405,405,RA17139831,0.8,0.8,CCCCCCCCCCCCC(=O)Oc1cc(C(=O)OCCN(C)C)cc(OC(=O)CCCCCCCCCCCC)c1OC(=O)CCCCCCCCCCCC,mice,Gallic acid lipids,830.228,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B3069ED160>,False,False,False,False,False,False,False,False,False,False,False
406,406,406,406,RA17135841,0.8,0.0,CCCCCCCCCCCCC(O)CN(CCCCCN1C[C@H]2CN(CCCN(C)C)C[C@H]2C1)CC(O)CCCCCCCCCCCC,mice,Bicyclicpyrrolidine,707.211,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,<rdkit.Chem.rdchem.Mol object at 0x000002B3069ED1C0>,False,True,True,False,True,False,False,False,True,False,False
