,catlipid_id,max_epo_conc_mean_6hr,max_epo_conc_mean_24hr,canonical_smiles,species,CATLIPID_FAMILY_NAME,MOL_WT
195,RA17139535,8.5,5.1,CCCCCCC(=O)OCCCCCCOC(=O)CC(CC(=O)OCCCCCCOC(=O)CCCCCC)(OC(=O)CCN(C)C)C(=O)OCCCCCCOC(=O)CCCCCC,mice,Trident,928.24
196,RA17134237,8.49,7.57,CCCCCCCCCCCCC(O)CN(CCCSSCCN1CCN(CCOC(=O)CCCCN(CC(O)CCCCCCCC)CC(O)CCCCCCCC)CC1)CC(O)CCCCCCCCCCCC,mice,GOOD,1115.87
197,RA17135451,8.4,9.11,CCCCCCCC/C=C\CCCCCCC(O)CN(CCCSSCCN1CCN(CCOC(=O)CCCCN(CC(O)CCCCCCCCCCCC)CC(O)CCCCCCCCCCCC)CC1)CC(O)CCCCCC/C=C\CCCCCCCC,mice,GOOD,1336.26
198,RA17134497,8.39,3.29,CC/C=C\C/C=C\C/C=C\CCCCCCC(O)CN(CCCCSSCCN1CCN(CCOC(=O)CCCN(CC(O)CCCCCCCCCC)CC(O)CCCCCCCCCC)CC1)CC(O)CCCCCC/C=C\C/C=C\C/C=C\CC,mice,GOOD,1272.09
199,RA17110705,8.31,3.59,CC/C=C\C/C=C\C/C=C\CCCCCCCCOC(=O)CCN(CCCCC1NC(=O)C(CCCCN(CCC(=O)OCCCCCCCC/C=C\C/C=C\C/C=C\CC)CCC(=O)OCCCCCCCC/C=C\C/C=C\C/C=C\CC)NC1=O)CCC(=O)OCCCCCCCC/C=C\C/C=C\C/C=C\CC,mice,,1530.32
200,RA17139561,8.1,5.9,CCC(CC)COC(=O)CCCCC(O)CN(CCCSSCCCCN1CCN(CCOC(=O)CCCN(CC(O)CCCCC(=O)OCC(CC)CC)CC(O)CCCCC(=O)OCC(CC)CC)CC1)CC(O)CCCCC(=O)OCC(CC)CC,mice,GOOD,1305.93
201,RA17135480,8.07,3.39,CC/C=C\C/C=C\C/C=C\CCCCCCC(O)CN(CCCCSSCCN1CCN(CCOC(=O)CCCN(CC(O)CCCCCC/C=C\C/C=C\CCCCC)CC(O)CCCCCC/C=C\C/C=C\CCCCC)CC1)CC(O)CCCCCC/C=C\C/C=C\C/C=C\CC,mice,GOOD,1432.35
202,RA17135181,8.04,7.72,CC/C=C\C/C=C\C/C=C\CCCCCCC(O)CN(CCCCSSCCN1CCN(CCOC(=O)CCCCN(CC(O)CCCCCC/C=C\CCCCCCCC)CC(O)CCCCCC/C=C\CCCCCCCC)CC1)CC(O)CCCCCC/C=C\C/C=C\C/C=C\CC,mice,GOOD,1450.41
203,RA17135272,8.01,2.79,CC/C=C\C/C=C\C/C=C\CCCCCCC(O)CN(CCCC(=O)OCCN1CCN(CCSSCCCCN(CC(O)CCCCCC/C=C\C/C=C\CCCCC)CC(O)CCCCCC/C=C\C/C=C\CCCCC)CC1)CC(O)CCCCCC/C=C\C/C=C\C/C=C\CC,mice,GOOD,1432.35
204,RA17135286,8.01,3.09,CCCCC/C=C\C/C=C\CCCCCCC(O)CN(CCCCSSCCN1CCN(CCOC(=O)CCCN(CC(O)CCCCCC/C=C\C/C=C\CCCCC)CC(O)CCCCCC/C=C\C/C=C\CCCCC)CC1)CC(O)CCCCCC/C=C\C/C=C\CCCCC,mice,GOOD,1436.38
205,RA17137658,8.0,3.2,CCCCC/C=C\C/C=C\CCCCCCC(O)CN(CCCCOC(=O)c1cnc(C(=O)OCCCCN(CC(O)CCCCCC/C=C\C/C=C\CCCCC)CC(O)CCCCCC/C=C\C/C=C\CCCCC)cn1)CC(O)CCCCCC/C=C\C/C=C\CCCCC,mice,Phenolic Acid,1368.13
206,RA17134478,7.91,3.6,CC/C=C\C/C=C\C/C=C\CCCCCCC(O)CN(CCCCSSCCN1CCN(CCOC(=O)CCCCN(CC(O)CCCCCCCC)CC(O)CCCCCCCC)CC1)CC(O)CCCCCC/C=C\C/C=C\C/C=C\CC,mice,GOOD,1230.01
207,RA17132034,7.9,4.57,CCCCCCCCCCCCCCC(O)CN(CCCCSSCCN1CCN(CCSSCCCCN(CC(O)CCCCCCCCCCCCCC)CC(O)CCCCCCCCCCCCCC)CC1)CC(O)CCCCCCCCCCCCCC,mice,GOOD,1374.44
208,RA17139284,7.9,5.1,CCCCCCCCC(=O)OCCCCCCOC(=O)CC(CC(=O)OCCCCCCOC(=O)CCCCCCCC)(OC(=O)CCN(C)C)C(=O)OCCCCCCOC(=O)CCCCCCCC,mice,Trident,1012.4
209,RA17137016,7.53,4.46,CCCCOC(=O)CCCCCCC(O)CN(CCCC(=O)OCCN1CCN(CCSSCCCCN(CC(O)CCCCCCC(=O)OCC(CC)CC)CC(O)CCCCCCC(=O)OCC(CC)CC)CC1)CC(O)CCCCCCC(=O)OCCCC,mice,GOOD,1348.02
210,RA17131769,7.52,4.23,CCCCCCCCCCCCC(O)CN(CCCCSSCCN1CCN(CCSSCCCCN(CC(O)CCCCCCCCCCCC)CC(O)CCCCCCCCCCCC)CC1)CC(O)CCCCCCCCCCCC,mice,,1262.23
211,RA17134864,7.47,2.76,CC/C=C\C/C=C\C/C=C\CCCCCCC(O)CN(CCCC(=O)OCCN1CCN(CCSSCCCCN(CC(O)CCCCCCCCCC)CC(O)CCCCCCCCCC)CC1)CC(O)CCCCCC/C=C\C/C=C\C/C=C\CC,mice,GOOD,1272.09
212,RA17134612,7.47,3.16,CC/C=C\C/C=C\C/C=C\CCCCCCC(O)CN(CCCCSSCCN1CCN(CCOC(=O)CCCN(CC(O)CCCCCCCC)CC(O)CCCCCCCC)CC1)CC(O)CCCCCC/C=C\C/C=C\C/C=C\CC,mice,GOOD,1215.99
213,RA17136900,7.47,3.26,CCC(CC)COC(=O)CCCCC(O)CN(CCCC(=O)OCCN1CCN(CCSSCCCN(CC(O)CCCCCCC(=O)OCCC(C)C)CC(O)CCCCCCC(=O)OCCC(C)C)CC1)CC(O)CCCCC(=O)OCC(CC)CC,mice,GOOD,1305.93
214,RA17131642,7.4,3.21,CCCCCCCC/C=C\CCCCCCCCOC(=O)CCN(CCC[C@@H]1NC(=O)[C@@H](CCCN(CCC(=O)OCCCCCCCC/C=C\CCCCCCCC)CCC(=O)OCCCCCCCC/C=C\CCCCCCCC)NC1=O)CCC(=O)OCCCCCCCC/C=C\CCCCCCCC,mice,cOrn,1518.39
215,RA17135168,7.38,2.38,CC/C=C\C/C=C\C/C=C\CCCCCCC(O)CN(CCCCSSCCN1CCN(CCOC(=O)CCCN(CC(O)CCCCCC/C=C\C/C=C\C/C=C\CC)CC(O)CCCCCC/C=C\C/C=C\C/C=C\CC)CC1)CC(O)CCCCCC/C=C\C/C=C\C/C=C\CC,mice,GOOD,1428.32
216,RA17133848,7.28,4.25,CCCCC/C=C\C/C=C\CCCCCCC(O)CN(CCCSSCCN1CCN(CCOC(=O)CCCN(CC(O)CCCCCCCC)CC(O)CCCCCCCC)CC1)CC(O)CCCCCC/C=C\C/C=C\CCCCC,mice,GOOD,1205.99
217,RA17135147,7.26,2.66,CC/C=C\C/C=C\C/C=C\CCCCCCC(O)CN(CCCC(=O)OCCN1CCN(CCSSCCCCN(CC(O)CCCCCCCCCCCC)CC(O)CCCCCCCCCCCC)CC1)CC(O)CCCCCC/C=C\C/C=C\C/C=C\CC,mice,GOOD,1328.2
218,RA17134942,7.19,3.64,CC/C=C\C/C=C\C/C=C\CCCCCCC(O)CN(CCCCC(=O)OCCN1CCN(CCSSCCCCN(CC(O)CCCCCCCCCCCC)CC(O)CCCCCCCCCCCC)CC1)CC(O)CCCCCC/C=C\C/C=C\C/C=C\CC,mice,GOOD,1342.23
219,RA17136959,7.11,3.4,CCC(CC)COC(=O)CCCCCCC(O)CN(CCCC(=O)OCCN1CCN(CCSSCCCN(CC(O)CCCCC(=O)OCC(CC)CC)CC(O)CCCCC(=O)OCC(CC)CC)CC1)CC(O)CCCCCCC(=O)OCC(CC)CC,mice,GOOD,1333.99
220,RA17139307,7.1,5.2,CCCCCCCCCCC(=O)OCCCCCCOC(=O)CC(CC(=O)OCCCCCCOC(=O)CCCCCCCCCC)(OC(=O)CCN(C)C)C(=O)OCCCCCCOC(=O)CCCCCCCCCC,mice,Trident,1096.56
221,RA17134466,7.1,4.2,C=CC/C=C\C/C=C\CCCCCCC(O)CN(CCCCSSCCN1CCN(CCOC(=O)CCCCN(CC(O)CCCCCCCCCCCC)CC(O)CCCCCCCCCCCC)CC1)CC(O)CCCCCC/C=C\C/C=C\CC=C,mice,GOOD,1286.12
222,RA17134341,7.09,7.19,CCCCC/C=C\C/C=C\CCCCCCC(O)CN(CCCSSCCN1CCN(CCOC(=O)CCCCN(CC(O)CCCCCCCCCCCC)CC(O)CCCCCCCCCCCC)CC1)CC(O)CCCCCC/C=C\C/C=C\CCCCC,mice,GOOD,1332.23
223,RA17135110,6.95,4.28,CCCCC/C=C\C/C=C\CCCCCCC(O)CN(CCCC(=O)OCCN1CCN(CCSSCCCCN(CC(O)CCCCCC/C=C\CCCCCCCC)CC(O)CCCCCC/C=C\CCCCCCCC)CC1)CC(O)CCCCCC/C=C\C/C=C\CCCCC,mice,GOOD,1440.41
224,RA17137125,6.9,6.2,CCCCCCCCCCOC(=O)CCCCCN(CCO)CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC,mice,Branched tail lipids,696.139
225,RA17132477,6.89,5.59,CCCCCCCCCCCCN(CCCCCCCCCCCC)CC[C@H]1NC(=O)[C@@H](CCN(CCCCCCCCCCCC)CCCCCCCCCCCC)NC1=O,mice,cKK,873.514
226,RA17135229,6.82,2.99,CC/C=C\C/C=C\C/C=C\CCCCCCC(O)CN(CCCCC(=O)OCCN1CCN(CCSSCCCCN(CC(O)CCCCCC/C=C\C/C=C\CCCCC)CC(O)CCCCCC/C=C\C/C=C\CCCCC)CC1)CC(O)CCCCCC/C=C\C/C=C\C/C=C\CC,mice,GOOD,1446.38
227,RA17134988,6.74,2.33,CC/C=C\C/C=C\C/C=C\CCCCCCC(O)CN(CCCCC(=O)OCCN1CCN(CCSSCCCN(CC(O)CCCCCC/C=C\C/C=C\CCCCC)CC(O)CCCCCC/C=C\C/C=C\CCCCC)CC1)CC(O)CCCCCC/C=C\C/C=C\C/C=C\CC,mice,GOOD,1432.35
228,RA17137689,6.7,3.8,CCCCC/C=C\C/C=C\CCCCCCCCN(CCCCCCCC/C=C\C/C=C\CCCCC)CCCCSC(=O)CC1NC(=O)C(CC(=O)SCCCCN(CCCCCCCC/C=C\C/C=C\CCCCC)CCCCCCCC/C=C\C/C=C\CCCCC)NC1=O,mice,Cyclic Amino Acids,1398.34
229,RA17131186,6.7,3.9,CCCCCCCC/C=C\CCCCCCC(O)CN(CCCCO)CC(O)CCCCCC/C=C\CCCCCCCC,mice,HIM,622.06
230,RA17134356,6.61,5.5,CCCCCCCCCCCCC(O)CN(CCCCC(=O)OCCN1CCN(CCSSCCCN(CC(O)CCCCCCCCCCCC)CC(O)CCCCCCCCCCCC)CC1)CC(O)CCCCCCCCCCCC,mice,GOOD,1228.08
231,RA17135507,6.57,3.92,CC/C=C\C/C=C\C/C=C\CCCCCCC(O)CN(CCCSSCCN1CCN(CCOC(=O)CCCCN(CC(O)CCCCCC/C=C\C/C=C\CCCCC)CC(O)CCCCCC/C=C\C/C=C\CCCCC)CC1)CC(O)CCCCCC/C=C\C/C=C\C/C=C\CC,mice,GOOD,1432.35
232,RA17136826,6.38,2.61,CCC(CC)COC(=O)CCCCCCC(O)CN(CCCC(=O)OCCN1CCN(CCSSCCCN(CC(O)CCCCC(=O)OCCC(C)C)CC(O)CCCCC(=O)OCCC(C)C)CC1)CC(O)CCCCCCC(=O)OCC(CC)CC,mice,GOOD,1305.93
233,RA17134547,6.35,3.76,CC/C=C\C/C=C\C/C=C\CCCCCCC(O)CN(CCCSSCCN1CCN(CCOC(=O)CCCN(CC(O)CCCCCCCCCCCC)CC(O)CCCCCCCCCCCC)CC1)CC(O)CCCCCC/C=C\C/C=C\C/C=C\CC,mice,GOOD,1314.17
234,RA17131456,6.33,3.07,CCCCCCCCCCC(O)CN(CCCC(=O)SCCN1CCN(CCSC(=O)CCCN(CC(O)CCCCCCCCCC)CC(O)CCCCCCCCCC)CC1)CC(O)CCCCCCCCCC,mice,GOOD,1113.85
235,RA17133895,6.2,6.18,CCCCCCCCC(O)CN(CCCCSSCCN1CCN(CCOC(=O)CCCN(CC(O)CCCCCCCC)CC(O)CCCCCCCC)CC1)CC(O)CCCCCCCC,mice,,1003.66
236,RA17132355,6.1,3.1,CCCCCCCCC(O)CN(CCCC(=O)SCCN1CC(C)N(CCSC(=O)CCCN(CC(O)CCCCCCCC)CC(O)CCCCCCCC)CC1C)CC(O)CCCCCCCC,mice,Piperazine based lipids,1029.69
237,TBL-1199,6.1,3.5,CCCCCCCC(=O)OCCCCCOC(=O)CC(CC(=O)OCCCCCOC(=O)CCCCCCC)(OC(=O)CCCN(C)C)C(=O)OCCCCCOC(=O)CCCCCCC,mice,Trident,942.3
238,RA17134510,6.07,3.75,CC/C=C\C/C=C\C/C=C\CCCCCCC(O)CN(CCCSSCCN1CCN(CCOC(=O)CCCN(CC(O)CCCCCCCC)CC(O)CCCCCCCC)CC1)CC(O)CCCCCC/C=C\C/C=C\C/C=C\CC,mice,GOOD,1201.96
239,RA17135096,5.95,2.09,C/C=C\C/C=C\C/C=C\CCCCCCC(O)CN(CCCCC(=O)OCCN1CCN(CCSSCCCCN(CC(O)CCCCCCCC)CC(O)CCCCCCCC)CC1)CC(O)CCCCCC/C=C\C/C=C\C/C=C\C,mice,GOOD,1201.96
240,RA17134715,5.91,3.38,CC/C=C\C/C=C\C/C=C\CCCCCCC(O)CN(CCCSSCCN1CCN(CCOC(=O)CCCN(CC(O)CCCCCC/C=C\C/C=C\CCCCC)CC(O)CCCCCC/C=C\C/C=C\CCCCC)CC1)CC(O)CCCCCC/C=C\C/C=C\C/C=C\CC,mice,GOOD,1418.32
241,RA17132454,5.9,5.55,CCCCCCCCCCN(CCCCCCCCCC)CC[C@@H]1NC(=O)[C@H](CCN(CCCCCCCCCC)CCCCCCCCCC)NC1=O,mice,,761.301
242,RA17130137,5.83,1.6,CCCCCCCCCCCCCCC(O)CN(CCCCSC(=O)CCCCC(=O)SCCCCN(CC(O)CCCCCCCCCCCCCC)CC(O)CCCCCCCCCCCCCC)CC(O)CCCCCCCCCCCCCC,mice,MATE,1282.21
243,RA17135012,5.83,3.08,CC/C=C\C/C=C\C/C=C\CCCCCCC(O)CN(CCCCC(=O)OCCN1CCN(CCSSCCCN(CC(O)CCCCCCCC)CC(O)CCCCCCCC)CC1)CC(O)CCCCCC/C=C\C/C=C\C/C=C\CC,mice,GOOD,1215.99
244,RA17134263,5.82,2.81,CCCCC/C=C\C/C=C\CCCCCCC(O)CN(CCCSSCCN1CCN(CCOC(=O)CCCN(CC(O)CCCCCCCCCCCC)CC(O)CCCCCCCCCCCC)CC1)CC(O)CCCCCC/C=C\C/C=C\CCCCC,mice,GOOD,1318.2
245,RA17134534,5.71,3.72,CC/C=C\C/C=C\C/C=C\CCCCCCC(O)CN(CCCSSCCN1CCN(CCOC(=O)CCCCN(CC(O)CCCCCCCC)CC(O)CCCCCCCC)CC1)CC(O)CCCCCC/C=C\C/C=C\C/C=C\CC,mice,GOOD,1215.99
246,TBL-1198,5.7,3.4,CCCCCCCC(=O)OCCCCCOC(=O)CC(CC(=O)OCCCCCOC(=O)CCCCCCC)(OC(=O)CCN(C)CCO)C(=O)OCCCCCOC(=O)CCCCCCC,mice,Trident,958.3
247,RA17134180,5.65,4.33,CCCCCCCCCCCCC(O)CN(CCCC(=O)OCCN1CCN(CCSSCCCN(CC(O)CCCCCCCC)CC(O)CCCCCCCC)CC1)CC(O)CCCCCCCCCCCC,mice,GOOD,1101.84
248,RA17133811,5.64,5.88,CCCCCCCCCCCCC(O)CN(CCCSSCCN1CCN(CCOC(=O)CCCN(CC(O)CCCCCCCC)CC(O)CCCCCCCC)CC1)CC(O)CCCCCCCCCCCC,mice,GOOD,1101.84
249,RA17139278,5.5,4.2,CCCCC(=O)OCCCCCCCCOC(=O)CC(CC(=O)OCCCCCCCCOC(=O)CCCC)(OC(=O)CCN(C)C)C(=O)OCCCCCCCCOC(=O)CCCC,mice,Trident,928.24
250,TBL-1188,5.5,3.3,CCCCCCCC(CCCCCCC)OC(=O)CCCCCC(O)CN(CCCSSCCCN(C)C)CC(O)CCCCCC(=O)OC(CCCCCCC)CCCCCCC,mice,BDS lipids,945.6
251,RA17134506,5.48,3.5,CC/C=C\C/C=C\C/C=C\CCCCCCC(O)CN(CCCSSCCN1CCN(CCOC(=O)CCCCN(CC(O)CCCCCCCCCC)CC(O)CCCCCCCCCC)CC1)CC(O)CCCCCC/C=C\C/C=C\C/C=C\CC,mice,GOOD,1272.09
252,RA17139812,5.4,2.3,CC(C)CCCC(=O)OCCCCCOC(=O)CC(CC(=O)OCCCCCOC(=O)CCCC(C)C)(OC(=O)CCC(=O)OCCN(C)C)C(=O)OCCCCCOC(=O)CCCC(C)C,mice,Trident,958.223
253,RA17136890,5.37,3.43,CCC(CC)COC(=O)CCCCCCC(O)CN(CCCSSCCN1CCN(CCOC(=O)CCCN(CC(O)CCCCC(=O)OCC(CC)CC)CC(O)CCCCC(=O)OCC(CC)CC)CC1)CC(O)CCCCCCC(=O)OCC(CC)CC,mice,GOOD,1333.99
254,RA17134919,5.29,3.21,CC/C=C\C/C=C\C/C=C\CCCCCCC(O)CN(CCCC(=O)OCCN1CCN(CCSSCCCN(CC(O)CCCCCCCCCC)CC(O)CCCCCCCCCC)CC1)CC(O)CCCCCC/C=C\C/C=C\C/C=C\CC,mice,GOOD,1258.07
255,RA17110561,5.28,2.55,CCCCCCCCCCC(O)CN(CCCCSC(=O)CCN(C)CCC(=O)SCCCCN(CC(O)CCCCCCCCCC)CC(O)CCCCCCCCCC)CC(O)CCCCCCCCCC,mice,,1086.83
256,RA17139297,5.2,3.3,CCCCCCC(=O)OCCCCCCCCOC(=O)CC(CC(=O)OCCCCCCCCOC(=O)CCCCCC)(OC(=O)CCN(C)C)C(=O)OCCCCCCCCOC(=O)CCCCCC,mice,Trident,1012.4
257,RA17110601,5.2,1.17,CCCCCCCCCCCCCCCCC(O)CN(CCCCSC(=O)CCC(=O)SCCCCN(CC(O)CCCCCCCCCCCCCCCC)CC(O)CCCCCCCCCCCCCCCC)CC(O)CCCCCCCCCCCCCCCC,mice,MATE,1366.37
258,RA17131418,5.17,3.3,CCCCCCCC(=O)OCCCCCCCCCOC(=O)CC(CC(=O)OCCCCCCCCCOC(=O)CCCCCCC)(OC(=O)CCN(C)C)C(=O)OCCCCCCCCCOC(=O)CCCCCCC,mice,Trident,1096.56
259,RA17139601,5.1,2.6,CCCCCCCCCCC(O)CN(CCCOC(=O)CCSSCCC(=O)OCCCN(CC(O)CCCCCCCCCC)CC(O)CCCCCCCCCC)CC(O)CCCCCCCCCC,mice,Bis AIM lipid,1061.73
260,RA17135201,5.1,2.24,CC/C=C\C/C=C\C/C=C\CCCCCCC(O)CN(CCCCC(=O)OCCN1CCN(CCSSCCCCN(CC(O)CCCCCC/C=C\CCCCCCCC)CC(O)CCCCCC/C=C\CCCCCCCC)CC1)CC(O)CCCCCC/C=C\C/C=C\C/C=C\CC,mice,GOOD,1450.41
261,RA17135008,5.08,2.09,CC/C=C\C/C=C\C/C=C\CCCCCCC(O)CN(CCCCC(=O)OCCN1CCN(CCSSCCCN(CC(O)CCCCCCCCCCCC)CC(O)CCCCCCCCCCCC)CC1)CC(O)CCCCCC/C=C\C/C=C\C/C=C\CC,mice,GOOD,1328.2
262,RA17135700,4.8,2.5,CCCCCCCCOC(=O)CC(CC(=O)OCCCCCCCC)(OC(=O)CCC(=O)OCCN(C)C)C(=O)OCCCCCCCC,mice,Trident,699.955
263,RA17134957,4.79,1.74,CC/C=C\C/C=C\C/C=C\CCCCCCC(O)CN(CCCCC(=O)OCCN1CCN(CCSSCCCN(CC(O)CCCCCCCCCC)CC(O)CCCCCCCCCC)CC1)CC(O)CCCCCC/C=C\C/C=C\C/C=C\CC,mice,GOOD,1272.09
264,RA17135548,4.73,2.75,CCCCCCCC/C=C\CCCCCCC(O)CN(CCCCC(=O)OCCN1CCN(CCSSCCCN(CC(O)CCCCCC/C=C\CCCCCCCC)CC(O)CCCCCC/C=C\CCCCCCCC)CC1)CC(O)CCCCCC/C=C\CCCCCCCC,mice,GOOD,1444.44
265,RA17131724,4.69,3.38,CCCCCCCCC(O)CN(CCCCSSCCN1CCN(CCSSCCCCN(CC(O)CCCCCCCC)CC(O)CCCCCCCC)CC1)CC(O)CCCCCCCC,mice,GOOD,1037.81
266,RA17133784,4.64,0.23,CCCCCCCC/C=C\CCCCCCCCOC(=O)CCN(CCCC[C@@H]1NC(=O)[C@@H](CCCCN(CCC(=O)OCCCCCCCC/C=C\CCCCCCCC)CCC(=O)OCCCCCCCC/C=C\CCCCCCCC)NC1=O)CCC(=O)OCCCCCCCC/C=C\CCCCCCCC,mice,OFO2 Degradable,1546.44
267,RA17136937,4.61,2.72,CCCOC(=O)CCCCCCC(O)CN(CCCSSCCN1CCN(CCOC(=O)CCCN(CC(O)CCCCCCC(=O)OCC(CC)CC)CC(O)CCCCCCC(=O)OCC(CC)CC)CC1)CC(O)CCCCCCC(=O)OCCC,mice,GOOD,1305.93
268,RA17132465,4.54,2.73,CCCCCCCCN(CCCCCCCC)CC[C@H]1NC(=O)[C@@H](CCN(CCCCCCCC)CCCCCCCC)NC1=O,mice,cKK,649.089
269,RA17131494,4.52,1.72,CCCCCCCCCCCCN(CCCCCCCCCCCC)CCCC[C@@H]1NC(=O)[C@@H](CCCCN(CCCCCCCCCCCC)CCCCCCCCCCCC)NC1=O,mice,cKK,929.62
270,RA17136857,4.5,2.11,CCC(CC)COC(=O)CCCCC(O)CN(CCCC(=O)OCCN1CCN(CCSSCCCCN(CC(O)CCCCCCC(=O)OCCC(C)C)CC(O)CCCCCCC(=O)OCCC(C)C)CC1)CC(O)CCCCC(=O)OCC(CC)CC,mice,GOOD,1319.96
271,RA17134167,4.32,4.12,CCCCCCCCCCCCC(O)CN(CCCSSCCN1CCN(CCOC(=O)CCCN(CC(O)CCCCCCCCCCCC)CC(O)CCCCCCCCCCCC)CC1)CC(O)CCCCCCCCCCCC,mice,GOOD,1214.06
272,RA17135175,4.27,1.56,CC/C=C\C/C=C\C/C=C\CCCCCCC(O)CN(CCCCSSCCN1CCN(CCOC(=O)CCCCN(CC(O)CCCCCC/C=C\C/C=C\C/C=C\CC)CC(O)CCCCCC/C=C\C/C=C\C/C=C\CC)CC1)CC(O)CCCCCC/C=C\C/C=C\C/C=C\CC,mice,GOOD,1442.34
273,RA17131571,4.26,1.72,CCCCC/C=C\C/C=C\CCCCCCCCOC(=O)CCN(CCC[C@@H]1NC(=O)[C@@H](CCCN(CCC(=O)OCCCCCCCC/C=C\C/C=C\CCCCC)CCC(=O)OCCCCCCCC/C=C\C/C=C\CCCCC)NC1=O)CCC(=O)OCCCCCCCC/C=C\C/C=C\CCCCC,mice,cOrn,1510.33
274,RA17135049,4.22,1.71,CC/C=C\C/C=C\C/C=C\CCCCCCC(O)CN(CCCSSCCN1CCN(CCOC(=O)CCCCN(CC(O)CCCCCC/C=C\CCCCCCCC)CC(O)CCCCCC/C=C\CCCCCCCC)CC1)CC(O)CCCCCC/C=C\C/C=C\C/C=C\CC,mice,GOOD,1436.38
275,RA17139638,4.2,2.2,CCCCCCCC(=O)OCCCCCOC(=O)CC(CC(=O)OCCCCCOC(=O)CCCCCCC)(OC(=O)OCCN(C)C)C(=O)OCCCCCOC(=O)CCCCCCC,mice,Trident,944.239
276,RA17134926,4.19,1.97,CC/C=C\C/C=C\C/C=C\CCCCCCC(O)CN(CCCC(=O)OCCN1CCN(CCSSCCCN(CC(O)CCCCCCCC)CC(O)CCCCCCCC)CC1)CC(O)CCCCCC/C=C\C/C=C\C/C=C\CC,mice,GOOD,1201.96
277,RA17134394,4.15,1.66,CC/C=C\C/C=C\C/C=C\CCCCCCC(O)CN(CCCCSSCCN1CCN(CCO)CC1)CC(O)CCCCCC/C=C\C/C=C\C/C=C\CC,mice,GOOD,818.353
278,RA17134893,4.11,2.18,CC/C=C\C/C=C\C/C=C\CCCCCCC(O)CN(CCCC(=O)OCCN1CCN(CCSSCCCN(CC(O)CCCCCC/C=C\CCCCCCCC)CC(O)CCCCCC/C=C\CCCCCCCC)CC1)CC(O)CCCCCC/C=C\C/C=C\C/C=C\CC,mice,GOOD,1422.35
279,TBL-1195,4.1,2.2,CCCCCCCCCCC(O)CN(CCCOC(=O)CC(C)(C)CC(=O)OCCCN(CC(O)CCCCCCCCCC)CC(O)CCCCCCCCCC)CC(O)CCCCCCCCCC,mice,Bis AIM lipid,1011.6
280,RA17136531,4.0,1.8,CCCCC/C=C\C/C=C\CCCCCCC(O)CN(CCCOC(=O)c1ccccc1C(=O)OCCCN(CC(O)CCCCCC/C=C\C/C=C\CCCCC)CC(O)CCCCCC/C=C\C/C=C\CCCCC)CC(O)CCCCCC/C=C\C/C=C\CCCCC,mice,Phthalic acid lipids,1338.1
281,RA16672871A,3.98,,CCCCCC/C=C\COC(=O)CCCCCCCN(CCCCCCCC(=O)OC(CCCCCC)CCCCCCC)CCOC(=O)CCSSCCNC(=O)CNCCOC(=O)CNCCOC,mice,,
282,TBL-0250,3.94,2.36,CCCCCCCCCCC(O)CN(CCCCSSCCN1CCN(CCSSCCCCN(CC(O)CCCCCCCCCC)CC(O)CCCCCCCCCC)CC1)CC(O)CCCCCCCCCC,mice,GOOD,1113.9
283,RA17136287,3.93,3.25,CCCCCCCCOC(=O)CC(CC(=O)OCCCCCCCC)(OC(=O)CCC(=O)Oc1c(C)c(C)c2c(c1C)CCC(C)(C(=O)OCCCN(C)C)O2)C(=O)OCCCCCCCC,mice,Trolox lipids,946.257
284,RA17137248,3.91,3.16,CCC(CC)COC(=O)CCCCCCC(O)CN(CCCSSCCN1CCN(CCOC(=O)CCCN(CC(O)CCCCCCC(=O)OCC(CC)CC)CC(O)CCCCCCC(=O)OCC(CC)CC)CC1)CC(O)CCCCCCC(=O)OCC(CC)CC,mice,GOOD,1390.09
285,RA17136738,3.91,2.07,CCCCOC(=O)CCCCCCC(O)CN(CCCSSCCN1CCN(CCOC(=O)CCCN(CC(O)CCCCC(=O)OCC(CC)CC)CC(O)CCCCC(=O)OCC(CC)CC)CC1)CC(O)CCCCCCC(=O)OCCCC,mice,GOOD,1277.88
286,TBL-1067,3.8,1.5,CCCCCCCCC(=O)OCC(COC(=O)CCCCCCCC)(COC(=O)CCCCCCCC)COc1c(OC)cc(C(=O)OCCN(C)C)cc1OC,mice,Pentaerythritol,808.1
287,RA17135152,3.67,0.94,CC/C=C\C/C=C\C/C=C\CCCCCCC(O)CN(CCCC(=O)OCCN1CCN(CCSSCCCCN(CC(O)CCCCCCCC)CC(O)CCCCCCCC)CC1)CC(O)CCCCCC/C=C\C/C=C\C/C=C\CC,mice,GOOD,1215.99
288,RA17136241,3.64,2.14,CCCCOC(=O)CCCCCCC(O)CN(CCCCSSCCN1CCN(CCOC(=O)CCCCN(CC(O)CCCCCCC(=O)OCCCC)CC(O)CCCCCCC(=O)OCCCC)CC1)CC(O)CCCCCCC(=O)OCCCC,mice,GOOD,1305.93
289,RA17134886,3.63,1.55,CC/C=C\C/C=C\C/C=C\CCCCCCC(O)CN(CCCC(=O)OCCN1CCN(CCSSCCCN(CC(O)CCCCCC/C=C\C/C=C\CCCCC)CC(O)CCCCCC/C=C\C/C=C\CCCCC)CC1)CC(O)CCCCCC/C=C\C/C=C\C/C=C\CC,mice,GOOD,1418.32
